passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,playerId,foot,shortName,currentNationalTeamId
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",0,Enrico,,Del Prato,3715,1999-11-10,0,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",422552,right,E. Del Prato,3764
"{'name': 'Cameroon', 'id': 120, 'alpha3code': 'CMR', 'alpha2code': 'CM'}",0,Frank,,Tsadjout,26542,1999-07-28,0,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",422086,left,F. Tsadjout,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",0,Salvatore,,Elia,3252,1999-06-30,0,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",418317,right,S. Elia,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",0,Alessandro,,Fiordaliso,3230,1999-03-20,0,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",416011,right,A. Fiordaliso,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",68,Vincenzo,,Millico,3713,2000-08-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",401883,right,V. Millico,3761
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",0,Thomas,,Bolis,3183,1998-08-02,0,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",399181,right,T. Bolis,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",0,Luca,,Sparandeo,3219,1999-08-18,0,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",360778,left,L. Sparandeo,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",0,Emanuele,,Torrasi,26542,1999-03-16,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",354470,right,E. Torrasi,27928
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",80,Gabriel Alejandro,,Paletta,9142,1986-02-15,190,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Argentina', 'id': 32, 'alpha3code': 'ARG', 'alpha2code': 'AR'}",20490,right,G. Paletta,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",77,Daniele,,Gastaldello,3167,1983-06-25,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",20610,right,D. Gastaldello,null
"{'name': 'Cura\\u00e7ao', 'id': 531, 'alpha3code': 'CUW', 'alpha2code': 'CW'}",69,Gregory,,van der Wiel,14995,1988-02-03,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",45,right,G. van der Wiel,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",78,Karamoko,,Ciss\u00e9,3194,1988-11-14,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Guinea', 'id': 324, 'alpha3code': 'GIN', 'alpha2code': 'GN'}",21235,right,K. Ciss\u00e9,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",78,Marcello,,Gazzola,3160,1985-04-03,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",22152,right,M. Gazzola,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",73,Fabio Giovanni,,Ceravolo,3160,1987-03-05,180,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",22686,right,F. Ceravolo,null
"{'name': 'Croatia', 'id': 191, 'alpha3code': 'HRV', 'alpha2code': 'HR'}",82,Duje,,\u010cop,690,1990-02-01,187,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Croatia', 'id': 191, 'alpha3code': 'HRV', 'alpha2code': 'HR'}",69610,right,D. \u010cop,null
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",79,Alejandro Dami\u00e1n,,Gonz\u00e1lez Hern\u00e1ndez,12299,1988-03-23,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Uruguay', 'id': 858, 'alpha3code': 'URY', 'alpha2code': 'UY'}",116160,right,A. Gonz\u00e1lez,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",80,Daniele,,Gasparetto,3182,1988-04-06,195,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",21500,right,D. Gasparetto,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,Mirko,,Eramo,3404,1989-07-12,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",22565,right,M. Eramo,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,Domenico,,Maietta,3178,1982-08-03,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",21306,right,D. Maietta,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",78,Michele,,Cremonesi,3179,1988-04-15,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",21725,right,M. Cremonesi,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",76,Federico,,Melchiorri,3179,1987-01-06,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",145344,right,F. Melchiorri,null
"{'name': 'Germany', 'id': 276, 'alpha3code': 'DEU', 'alpha2code': 'DE'}",77,Oliver,,Kragl,3222,1990-05-12,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': 276, 'alpha3code': 'DEU', 'alpha2code': 'DE'}",16922,left,O. Kragl,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,Michele,,Camporese,3222,1992-05-19,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",20925,right,M. Camporese,null
"{'name': 'Cuba', 'id': 192, 'alpha3code': 'CUB', 'alpha2code': 'CU'}",80,Kristiano Samuel,,Armenteros Nunez Mendoza Jansson,8113,1990-05-27,181,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Sweden', 'id': 752, 'alpha3code': 'SWE', 'alpha2code': 'SE'}",658,left,S. Armenteros,null
"{'name': 'Belgium', 'id': 56, 'alpha3code': 'BEL', 'alpha2code': 'BE'}",85,No\u00eb,,Dussenne,5187,1992-04-07,191,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Belgium', 'id': 56, 'alpha3code': 'BEL', 'alpha2code': 'BE'}",37959,right,N. Dussenne,null
"{'name': 'Algeria', 'id': 12, 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",73,Saphir Sliti,,Ta\u00efder,8142,1992-02-29,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20690,right,S. Ta\u00efder,16009
"{'name': 'Portugal', 'id': 620, 'alpha3code': 'PRT', 'alpha2code': 'PT'}",90,Gabriel,,Vasconcelos Ferreira,3179,1992-09-27,193,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Brazil', 'id': 76, 'alpha3code': 'BRA', 'alpha2code': 'BR'}",40820,right,Gabriel,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",82,Michele,,Rigione,3165,1991-03-07,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",21730,right,M. Rigione,null
"{'name': 'Croatia', 'id': 191, 'alpha3code': 'HRV', 'alpha2code': 'HR'}",74,Petar,,Brlek,6433,1994-01-29,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Croatia', 'id': 191, 'alpha3code': 'HRV', 'alpha2code': 'HR'}",69658,right,P. Brlek,null
"{'name': 'Mali', 'id': 466, 'alpha3code': 'MLI', 'alpha2code': 'ML'}",87,Molla,,Wagu\u00e9,3163,1991-02-21,191,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25885,right,M. Wagu\u00e9,19001
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",80,Luca,,Mora,3205,1988-05-10,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",22864,left,L. Mora,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",81,Gianluca,,Di Chiara,3219,1993-01-12,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",21578,left,G. Di Chiara,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",67,Luca,,Garritano,3311,1994-02-11,172,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",238832,right,L. Garritano,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",70,Davide,,Zappacosta,1610,1992-06-11,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",22889,right,D. Zappacosta,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",65,Amato,,Ciciretti,3160,1993-12-31,170,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",134484,left,A. Ciciretti,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",67,Mattia,,Aramu,3169,1995-05-14,180,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",134440,left,M. Aramu,null
"{'name': 'Slovakia', 'id': 703, 'alpha3code': 'SVK', 'alpha2code': 'SK'}",68,D\u00e1vid,,Ivan,3231,1995-02-26,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Slovakia', 'id': 703, 'alpha3code': 'SVK', 'alpha2code': 'SK'}",138402,right,D. Ivan,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",70,Mamadou Yaye,,Kanoute,3198,1993-10-07,174,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Senegal', 'id': 686, 'alpha3code': 'SEN', 'alpha2code': 'SN'}",23124,right,M. Kanoute,null
"{'name': 'Romania', 'id': 642, 'alpha3code': 'ROU', 'alpha2code': 'RO'}",80,George Alexandru,,Pu\u015fca\u015f,3171,1996-04-08,188,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Romania', 'id': 642, 'alpha3code': 'ROU', 'alpha2code': 'RO'}",137161,right,G. Pu\u015fca\u015f,11944
"{'name': 'Greece', 'id': 300, 'alpha3code': 'GRC', 'alpha2code': 'GR'}",85,Marios,,Oikonomou,12511,1992-10-06,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Greece', 'id': 300, 'alpha3code': 'GRC', 'alpha2code': 'GR'}",93341,right,M. Oikonomou,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",72,Yussif Raman,,Chibsah,3254,1993-03-10,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Ghana', 'id': 288, 'alpha3code': 'GHA', 'alpha2code': 'GH'}",220341,right,R. Chibsah,null
"{'name': 'Poland', 'id': 616, 'alpha3code': 'POL', 'alpha2code': 'PL'}",79,Pawe\u0142,,Bochniewicz,13512,1996-01-30,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Poland', 'id': 616, 'alpha3code': 'POL', 'alpha2code': 'PL'}",240039,left,P. Bochniewicz,13876
"{'name': 'Sweden', 'id': 752, 'alpha3code': 'SWE', 'alpha2code': 'SE'}",79,Samuel,,Gustafson,3194,1995-01-11,186,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Sweden', 'id': 752, 'alpha3code': 'SWE', 'alpha2code': 'SE'}",252473,right,S. Gustafson,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,Luca,,Vido,3179,1997-02-03,182,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",262384,right,L. Vido,3763
"{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",82,Wesley,,Hoedt,1619,1994-03-06,192,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",268776,left,W. Hoedt,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",77,Alessandro,,Bellemo,3309,1995-08-07,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",270034,right,A. Bellemo,null
"{'name': 'Venezuela', 'id': 862, 'alpha3code': 'VEN', 'alpha2code': 'VE'}",83,Hermes Arist\u00f3teles,,Romero,3197,1995-10-18,186,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Venezuela', 'id': 862, 'alpha3code': 'VEN', 'alpha2code': 'VE'}",293198,right,A. Romero,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,Fabio,,Della Giovanna,3282,1997-03-21,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",286219,left,F. Della Giovanna,null
"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",76,Maxime,,Leverbe,3164,1997-02-15,188,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",298021,right,M. Leverbe,null
"{'name': 'Bosnia-Herzegovina', 'id': 70, 'alpha3code': 'BIH', 'alpha2code': 'BA'}",73,\u0106azim,,Sulji\u0107,3291,1996-10-29,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",340085,right,C. Sulji\u0107,null
"{'name': 'Portugal', 'id': 620, 'alpha3code': 'PRT', 'alpha2code': 'PT'}",67,Tiago Daniel,,Rodrigues Dias,9686,1998-05-04,175,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Portugal', 'id': 620, 'alpha3code': 'PRT', 'alpha2code': 'PT'}",343273,left,Tiago Dias,9911
"{'name': 'Slovenia', 'id': 705, 'alpha3code': 'SVN', 'alpha2code': 'SI'}",76,Vitja,,Valen\u010di\u010d,11953,1999-03-12,177,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Slovenia', 'id': 705, 'alpha3code': 'SVN', 'alpha2code': 'SI'}",345817,right,V. Valen\u010di\u010d,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",0,Stefano,,Ciavattini,3170,1998-03-30,0,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",347014,right,S. Ciavattini,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",67,Andrea,,Marcucci,31889,1999-02-07,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",347019,right,A. Marcucci,3764
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",85,Gianluca,,Scamacca,23,1999-01-01,195,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",347024,right,G. Scamacca,3764
"{'name': 'Romania', 'id': 642, 'alpha3code': 'ROU', 'alpha2code': 'RO'}",68,Ianis,,Hagi,11797,1998-10-22,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Turkey', 'id': 792, 'alpha3code': 'TUR', 'alpha2code': 'TR'}",346551,left,I. Hagi,11950
"{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}",72,Nura,,Abdullahi,3158,1997-08-17,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}",350991,right,N. Abdullahi,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",74,Filippo,,Melegoni,3199,1999-02-18,186,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",351009,right,F. Melegoni,3764
"{'name': 'Slovakia', 'id': 703, 'alpha3code': 'SVK', 'alpha2code': 'SK'}",73,\u0160imon,,\u0160tefanec,3195,1998-09-05,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Slovakia', 'id': 703, 'alpha3code': 'SVK', 'alpha2code': 'SK'}",352717,right,S. \u0160tefanec,null
"{'name': 'Slovakia', 'id': 703, 'alpha3code': 'SVK', 'alpha2code': 'SK'}",70,\u013dubom\u00edr,,Tupta,3194,1998-03-27,178,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Slovakia', 'id': 703, 'alpha3code': 'SVK', 'alpha2code': 'SK'}",352722,right,\u013d. Tupta,14501
"{'name': 'Lithuania', 'id': 440, 'alpha3code': 'LTU', 'alpha2code': 'LT'}",85,Titas,,Krapikas,3710,1999-01-03,195,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Lithuania', 'id': 440, 'alpha3code': 'LTU', 'alpha2code': 'LT'}",352868,right,T. Krapikas,null
"{'name': 'Norway', 'id': 578, 'alpha3code': 'NOR', 'alpha2code': 'NO'}",63,Rafik,,Zekhnini,16,1998-01-12,179,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Norway', 'id': 578, 'alpha3code': 'NOR', 'alpha2code': 'NO'}",361214,right,R. Zekhnini,null
"{'name': 'Serbia', 'id': 688, 'alpha3code': 'SRB', 'alpha2code': 'RS'}",80,Luka,,Markovi\u0107,26540,2000-02-19,186,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Serbia', 'id': 688, 'alpha3code': 'SRB', 'alpha2code': 'RS'}",362013,right,L. Markovi\u0107,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,Simone,,Palombi,3168,1996-04-23,182,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",364640,right,S. Palombi,null
"{'name': 'Bulgaria', 'id': 100, 'alpha3code': 'BGR', 'alpha2code': 'BG'}",78,Petko,,Hristov,3182,1999-03-01,191,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Bulgaria', 'id': 100, 'alpha3code': 'BGR', 'alpha2code': 'BG'}",372079,right,P. Hristov,9404
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",84,Mattia,,Del Favero,63044,1998-06-05,190,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",375395,right,M. Del Favero,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,Fabrizio,,Brignani,3207,1998-01-13,192,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",392383,right,F. Brignani,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,Cristian,,Mutton,26379,1999-01-06,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",411313,right,C. Mutton,null
"{'name': 'Croatia', 'id': 191, 'alpha3code': 'HRV', 'alpha2code': 'HR'}",78,Karlo,,Buti\u0107,3182,1998-08-21,187,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Croatia', 'id': 191, 'alpha3code': 'HRV', 'alpha2code': 'HR'}",386656,left,K. Buti\u0107,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",92,Leonardo,,Marson,3304,1998-01-05,194,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",392384,left,L. Marson,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",78,Andrea,,Romagnoli,3414,1998-07-29,180,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",397237,right,A. Romagnoli,null
"{'name': 'Belgium', 'id': 56, 'alpha3code': 'BEL', 'alpha2code': 'BE'}",80,Zinho,,Vanheusden,5083,1999-07-29,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Belgium', 'id': 56, 'alpha3code': 'BEL', 'alpha2code': 'BE'}",399493,right,Z. Vanheusden,null
"{'name': 'Montenegro', 'id': 499, 'alpha3code': 'MNE', 'alpha2code': 'ME'}",74,Ognjen,,Stijepovi\u0107,3164,1999-10-22,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Montenegro', 'id': 499, 'alpha3code': 'MNE', 'alpha2code': 'ME'}",405880,left,O. Stijepovi\u0107,null
"{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}",70,Michael,,Kingsley Dogo,3179,1999-08-26,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}",403264,right,M. Kingsley,16826
"{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}",72,Orji,,Okwonkwo,3166,1998-01-19,178,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}",403272,right,O. Okwonkwo,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",78,Raoul,,Bellanova,26542,2000-05-16,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",405598,right,R. Bellanova,3764
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",78,Matteo,,Gabbia,3203,1999-10-21,188,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",405603,right,M. Gabbia,3764
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",80,Gabriele,,Gori,3222,1999-02-13,187,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",405607,left,G. Gori,null
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",74,Andrea,,Pinamonti,3254,1999-05-19,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",405608,right,A. Pinamonti,3764
"{'name': 'Albania', 'id': 8, 'alpha3code': 'ALB', 'alpha2code': 'AL'}",0,Marash,,Kumbulla,3726,2000-02-08,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Albania', 'id': 8, 'alpha3code': 'ALB', 'alpha2code': 'AL'}",404693,right,M. Kumbulla,8734
